District,Ad #,FM Numbers,BDI,Short Description,Number of Contracts Awarded,Contract Threshold,Major Work Types,Minor Work Types,Under Utilized Work Groups,Contract Amount/Limit,Advertisement Date,Response Deadline Date/Time (*System Time Zone),Shortlist Selection Date,Final Selection Date,Selection Method,Standard Notes
5,23542,44876413201,Yes,"SR 530/US 192 FROM SR 25/US 27 TO ORANGE COUNTY LINE, BDI",1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing 
 15.0-Landscape Architect",,"$1,047,200.00 ",12/19/2022,1/9/2023 17:00,1/23/2023,2/20/2023, Letter of Response and Interview, Standard Note 7 
5,23543,,No,CEI Group 232,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.5.1-Major Bridge CEI - Concrete"," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI 
 10.5.2-Major Bridge CEI - Steel"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,400,000.00 ",1/17/2023,1/31/2023 17:00,2/20/2023,3/20/2023, Letter of Response and Interview," Standard Note 8  
 Standard Note 10 "
5,23544,42894713201,No,SR 40 FROM BREAKAWAY TRAIL TO WILLIAMSON BLVD,1,Technically Prequalified & Unlimited Audit required, 3.3-Controlled Access Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 4.2.1-Major Bridge Design - Concrete 
 5.4-Bridge Load Rating 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 15-Landscape Architect","$3,900,000.00 ",12/27/2022,1/12/2021 17:00,1/30/2023,2/27/2023, Letter of Response and Oral Presentation, Standard Note 8 
5,23545,,No,DISTRICTWIDE SAFETY PROGRAM STUDIES AND DESIGN,2,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 6.1-Traffic Engineering Studies"," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies", GROUP 3-Highway Design - Roadway,"$1,500,000.00 ",1/9/2023,1/24/2023 17:00,2/13/2023,3/13/2023, Letter of Response and Oral Presentation, Standard Note 8 
5,23547," 44891416201 
 44977116201 
 44977116202",No,CEI Group 234,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.5.1-Major Bridge CEI - Concrete"," 8.2-Design, Right of Way, Construction Surveying 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 10.3-Construction Materials Inspection 
 10.5.2-Major Bridge CEI - Steel"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,144,178.00 ",1/3/2023,1/18/2023 17:00,2/6/2023,3/6/2023, Letter of Response and Interview," Standard Note 8  
 Standard Note 10 "
5,23548,,No,CEI Group 233,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,700,000.00 ",2/27/2023,3/13/2023 17:00,4/3/2023,4/17/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
5,23549,,No,CEI Group 227,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$4,000,000.00 ",2/20/2023,3/6/2023 17:00,3/27/2023,4/10/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
5,23550,,No,CEI Group 237,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 9.3-Highway Materials Testing"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$3,325,000.00 ",1/30/2023,2/13/2023 17:00,3/6/2023,3/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
5,23551,41073511217,No,Public Transportation Grant Management and Oversight CSC,1,Technically Prequalified & Unlimited Audit required, 13.6-Land Planning/Engineering,, GROUP 13-Planning,"$5,000,000.00 ",8/22/2022,9/19/2022 17:00,10/10/2022,11/14/2022, Letter of Response and Interview, Standard Note 8 
5,23552,41540913208,No,CSC for Districtwide Landscape Design,2,Technically Prequalified & Unlimited Audit required, 15.0-Landscape Architect, 3.1-Minor Highway Design," GROUP 3-Highway Design - Roadway 
 GROUP 15-Landscape Architect","$5,000,000.00 ",10/17/2022,11/14/2022 17:00,12/5/2022,1/3/2023, Letter of Response and Interview, Standard Note 8 
5,23553,,No,NPDES CSC,2,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 8.2-Design, Right of Way, Construction Surveying",,"$5,000,000.00 ",10/3/2022,10/17/2022 17:00,11/7/2022,11/21/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9 "
5,23554,,No,NPDES CSC,2,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 8.2-Design, Right of Way, Construction Surveying",,"$5,000,000.00 ",10/3/2022,10/17/2022 17:00,11/7/2022,11/21/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9 "
5,23555," 24493217296 
 24493717296 
 24519127209",No,DW Local Government Inspection and DW Bridge Inspection,2,Technically Prequalified & Unlimited Audit required," 5.1-Conventional Bridge Inspection 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection 
 5.4-Bridge Load Rating", 4.1.2-Minor Bridge Design," GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection","$3,403,074.00 ",1/3/2023,1/18/2023 17:00,2/6/2023,3/6/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
5,23557,,No,"CSC for Roadway Design 044,045,046",3,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$5,000,000.00 ",1/3/2023,1/17/2023 17:00,2/6/2023,3/6/2023, Letter of Response and Interview, Standard Note 8 
5,23560,44837613201,No,I-75 Resurfacing from SR 200 to North of SR 500,1,Technically Prequalified & Unlimited Audit required, 3.3-Controlled Access Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$1,500,000.00 ",10/17/2022,10/31/2022 17:00,11/21/2022,12/19/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8 "
5,23561,,No,CSC for TSM&O Design,1,Technically Prequalified & Unlimited Audit required, 6.3.1-Intelligent Trans Systems Analysis & Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$5,000,000.00 ",12/5/2022,12/19/2022 17:00,1/9/2023,2/6/2023, Letter of Response and Interview, Standard Note 8 
6,23622," 44780813201 
 44780813202",No,SR 90/US-41/SW 7th St from East of SW 27th Ave to West,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$646,000.00 ",9/26/2022,10/10/2022 17:00,10/31/2022,12/5/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
6,23626,25218031201,No,Transportation System Planning & Statistics Support,1,Technically Prequalified & Unlimited Audit required, 13.7-Transportation Statistics, 13.4-Systems Planning,,"$1,500,000.00 ",10/24/2022,11/7/2022 17:00,11/28/2022,1/9/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
6,23627,44599913201,Yes,SR 7/SW 8th Ave/NW 7th Ave from North NW 3rd St,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$125,000.00 ",9/19/2022,10/3/2022 17:00,10/24/2022,12/5/2022, Letter of Response and Interview, Standard Note 7 
6,23628,25218021203,Yes,Transportation System Planning & Statistics Support (BDI),1,Technically Prequalified & Unlimited Audit required, 13.7-Transportation Statistics, 13.4-Systems Planning,,"$1,500,000.00 ",8/15/2022,8/29/2022 17:00,9/19/2022,10/24/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
6,23631,25060833201,Yes,Districtwide Miscellaneous Location Survey,1,Technically Prequalified & Unlimited Audit required," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying", 8.4-Right of Way Mapping,,"$1,500,000.00 ",8/29/2022,9/13/2022 17:00,10/3/2022,11/7/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
6,23632," 44822211201 
 44822221201",No,Districtwide Systems Planning Consultant Support,2,Technically Prequalified & Unlimited Audit required," 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning"," 3.1-Minor Highway Design 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$1,500,000.00 ",9/12/2022,9/26/2022 17:00,10/17/2022,11/28/2022, Letter of Response and Interview, Standard Note 8 
6,23633,44822221201,No,Districtwide Systems Planning Consultant Support,2,Technically Prequalified & Unlimited Audit required," 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning"," 3.1-Minor Highway Design 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$1,500,000.00 ",9/12/2022,9/26/2022 17:00,10/17/2022,11/28/2022, Letter of Response and Interview, Standard Note 8 
6,23634,44619213201,No,SR 5/ US-1 Overseas Highway over Bahia Honda Channel,1,Technically Prequalified & Unlimited Audit required, 4.2.1-Major Bridge Design - Concrete," 3.1-Minor Highway Design 
 5.4-Bridge Load Rating", GROUP 4-Highway Design - Bridges,"$1,200,000.00 ",9/12/2022,9/26/2022 17:00,10/17/2022,11/21/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
6,23636,44600113201,Yes,SR 976/Bird Road/SW 40th Street from East of Laguna Street,2,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying",,"$250,000.00 ",9/6/2022,9/27/2022 17:00,10/10/2022,11/14/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
6,23637," 44600113201 
 44600213201",Yes,SR 953/LeJeune Road/SW 42nd Ave. from South Dixie Highway,2,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying",,"$250,000.00 ",9/6/2022,9/27/2022 17:00,10/10/2022,11/14/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
6,23638,44561027201,No,Structure Inspections - Miami-Dade County,1,Technically Prequalified & Unlimited Audit required," 5.1-Conventional Bridge Inspection 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection", 5.4-Bridge Load Rating,,"$5,000,000.00 ",9/12/2022,9/26/2022 17:00,10/24/2022,11/28/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
6,23641," 25063343201 
 25063346201",No,Districtwide Constructability Review Consultant,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00 ",1/3/2023,1/18/2023 17:00,2/13/2023,3/6/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
6,23646,44623113201,No,SR 5/US-1/ Overseas Highway 7Mile Bridge over Moser Channel,1,Technically Prequalified & Unlimited Audit required, 4.2.3-Major Bridge Design - Segmental, 3.1-Minor Highway Design, GROUP 4-Highway Design - Bridges,"$1,200,000.00 ",10/31/2022,11/14/2022 17:00,12/5/2022,1/9/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
6,23648,44599713201,No,SR 916/ NW 138th St. from NW 67th Ave. to NW 57th Ave.,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$260,000.00 ",10/31/2022,11/14/2022 17:00,12/5/2022,1/9/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
6,23649,44601113201,No,SR 5/ US-1/ North Roosevelt Boulevard from Eisenhower Dr.,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect",,"$750,000.00 ",11/14/2022,12/1/2022 17:00,1/9/2023,2/13/2023, Letter of Response and Interview, Standard Note 8 
6,23651,43852112201,No,SR 953/NW 42 Ave with SR 948/NW 36 St & SR 25/Okeechobee Rd,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel"," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 9.1-Soil Exploration 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$2,000,000.00 ",1/17/2023,1/31/2023 17:00,2/20/2023,3/27/2023, Letter of Response and Oral Presentation, Standard Note 8 
6,23653," 42835813204 
 42835816201 
 42835846201 
 42835886201 
 43705316201 
 43705326201 
 43705336201 
 43705346201 
 43705356201",No,Golden Glades Interchange CEI,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.5.2-Major Bridge CEI - Steel",," GROUP 10-Construction, Engineering, and Inspection (CEI)","$51,000,000.00 ",9/12/2022,10/3/2022 17:00,10/24/2022,12/5/2022," Letter of Response, Technical Proposal, & Interview"," Standard Note 8  
 Standard Note 10 "
6,23654," 25075942201 
 25075952201",No,Districtwide Resurfacing Scoping Services,2,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 6.1-Traffic Engineering Studies"," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization", GROUP 4-Highway Design - Bridges,"$1,500,000.00 ",10/31/2022,11/14/2022 17:00,12/5/2022,1/9/2023, Letter of Response and Interview, Standard Note 8 
6,23656,43467322201,No,Districtwide Environmental Data and Report Consultant,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 13.3-Policy Planning 
 13.4-Systems Planning 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$1,500,000.00 ",1/23/2023,2/6/2023 17:00,2/27/2023,4/3/2023, Letter of Response and Interview, Standard Note 9 
6,23658,43807613201,No,SR 9/NW 27 Ave. from Miami Intermodal Center to NW 215th St.,1,Technically Prequalified & Unlimited Audit required," 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental"," 2.0-Proj Development & Environmental (PD&E) Studies 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 6.3.4-Intelligent Trans Systems Software Development 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 13.3-Policy Planning 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning 
 13.6-Land Planning/Engineering 
 13.7-Transportation Statistics 
 14.0-Architect 
 15.0-Landscape Architect 
 21.0-Acquisition, Negot., Closing, & Order of Taking 
 22.0-Acquisition Business Damage Estimating & Estimate Review 
 24.0-Acquisition Relocation Assistance"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$5,000,000.00 ",10/24/2022,11/7/2022 17:00,11/28/2022,1/9/2023, Letter of Response and Interview, Standard Note 8 
6,23659,41496413201,No,SR 9A/I-95 From South of Miami Gardens Drive to Broward Coun,1,Technically Prequalified & Unlimited Audit required, 3.3-Controlled Access Highway Design," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$18,300,000.00 ",1/17/2023,1/31/2023 17:00,2/20/2023,3/27/2023, Letter of Response and Interview, Standard Note 8 
6,23660,,No,District-Wide Right of Way Acquisition and Relocation Servic,1,Technically Prequalified & Unlimited Audit required," 21.0-Acquisition, Negot., Closing, & Order of Taking 
 24.0-Acquisition Relocation Assistance", 22.0-Acquisition Business Damage Estimating & Estimate Review,,"$5,000,000.00 ",10/31/2022,11/21/2022 17:00,12/12/2022,1/30/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
6,23661,44623913201,No,SR 826 Frontage Road at NW 77th Court,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$480,000.00 ",12/12/2022,12/28/2022 17:00,1/23/2023,2/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8 "
7,23706," 44166116201 
 44605116201",No,SR60 fr E of Clarence Gordon Jr Rd to Polk CoL,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,616,457.00 ",8/29/2022,9/13/2022 17:00,10/3/2022,10/17/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
7,23707,44538016201,No,I-4/SR400 fr E of McIntosh Rd to E of County Line Rd,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,656,173.00 ",10/17/2022,11/14/2022 17:00,11/21/2022,12/5/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
7,23708," 44586416201 
 44586516201 
 44600916201",No,I-275/SR93 fr 54th I-175/SR594 fr 16th I-375/SR592 fr I-275,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$3,378,753.00 ",12/19/2022,1/9/2023 17:00,1/17/2023,1/30/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
7,23710,,No,CEI for Landscape Installation and Establishment continuing,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00 ",11/21/2022,1/3/2023 17:00,1/17/2023,1/23/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
7,23711,44166016201,Yes,SR582/E Fowler fr W of Tampa Bypass Canal to US301/SR41 (BDI,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying",,"$908,135.00 ",12/19/2022,1/5/2023 17:00,1/17/2023,2/6/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
7,23719,44794813201,No,US98/SR50/SR700 fr Mondon Hill Rd to S of Jasmine Dr,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping", GROUP 4-Highway Design - Bridges,"$1,224,105.00 ",10/24/2022,11/7/2022 17:00,11/21/2022,1/3/2023, Letter of Response and Interview, Standard Note 8 
7,23723,44795113201,No,SR39 fr N of Central Ave to US301/Gall Blvd,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping", GROUP 4-Highway Design - Bridges,"$1,159,424.00 ",11/7/2022,11/22/2022 17:00,12/5/2022,1/3/2023, Letter of Response and Interview, Standard Note 8 
7,23724,44804113201,No,SR586/Curlew Rd fr E of Bogie Lane to E of Fisher Rd,3,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping", GROUP 4-Highway Design - Bridges,"$1,063,020.00 ",11/21/2022,12/7/2022 17:00,1/3/2023,1/30/2023, Letter of Response and Interview, Standard Note 8 
