Department of General Services - Procurement Division (DGS-PD),,,,,,,,,,,,,
STATE CONTRACTS INDEX LISTING,,,,,,,,,,,,,
The State Contracts Index Listing identifies current Leveraged Procurement Agreements (LPAs). Questions? Contact the Contract Administrator or PDWebmaster@dgs.ca.gov,,,,,,,,,,,,,
"To access individual LPA contract documents and User Instructions, click the direct link in the next cell or go to Cal eProcure (Contract Search): ",,,,,,Cal eProcure (State Contracts Search),,,,,,,
Blank cells indicate no applicable data. Click on contract type acronym in table for definition.,,,,,,,,,,,,,
LAST UPDATED: 12/15/2022,,,,,,,,,,,,,
"Contract Type  
(DGS use only)",Commodity/Service Description,Contract Number,Contractor Name,Contract Start Date,Contract End Date,Extensions Possible (Yes/No),"Mandatory 
(Yes/No)","State Users (Statewide/
Dept Use Only)",Open to Local Agencies  (Yes/No),State Contract Administrator,Phone,"Environmentally Preferable Purchasing
(EPP) Compliant
(Click link to access Buying Green website)","Rebid Information
(Click link to access solicitation)"
SLP,Check Point ,SLP-22-70-0239D,MCI COMMUNICATIONS CORP,10/17/2022,7/8/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CheckMarx Software,SLP-21-70-0335A,ENTERPRISE INTEGRATION INC,5/21/2021,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CheckMarx Software,SLP-21-70-0027G,ALLIED NETWORK SOLUTIONS INC,4/30/2021,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CheckMarx Software,SLP-21-70-0059I,EPLUS TECHNOLOGY INC,4/30/2021,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CheckMarx Software,SLP-21-70-0184O,OPTIV SECURITY INC,4/30/2021,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Chooch Software,SLP-22-70-0263C,CAL VET INTEGRATED CONSULT,5/5/2022,5/1/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Chooch Software,SLP-22-70-0064V,CARAHSOFT TECHNOLOGY CORP,5/5/2022,5/1/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Chooch Software,SLP-22-70-0351A,TEK4GOV,5/5/2022,5/1/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cisco Software,SLP-20-70-0132F,PRESIDIO NETWORKED SOL GROUP,9/8/2020,12/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cisco Software,SLP-20-70-0134F,SLED IT SOLUTIONS INC,9/2/2020,12/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cisco Software,SLP-20-70-0301A,CONVERGEONE INC,4/15/2020,12/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cisco Software,SLP-20-70-0059A,EPLUS TECHNOLOGY INC,4/10/2020,12/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cisco Software,SLP-20-70-0029V,NWN SOLUTIONS CORPORATION,3/20/2020,12/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Citrix Software,SLP-21-70-0151N,AHEAD INC,8/4/2021,3/13/2024,Yes,No,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Citrix Software,SLP-21-70-0027J,ALLIED NETWORK SOLUTIONS INC,8/4/2021,3/13/2024,Yes,No,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Citrix Software,SLP-22-70-0368B,COMPUTACENTER UNITED STATES,10/24/2022,3/13/2024,Yes,No,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Citrix Software,SLP-21-70-0331E,ONPAR ADVISORS LLC,8/4/2021,3/13/2024,Yes,No,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Citrix Software,SLP-19-70-0029S,NWN SOLUTIONS CORPORATION,4/22/2019,3/13/2024,Yes,No,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Citrix Software,SLP-19-70-0023X,ENTISYS360,4/16/2019,3/13/2024,Yes,No,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,City Innovate,SLP-22-70-0073E,ACUITY TECHNICAL SOLUTIONS LLC,9/7/2022,2/15/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,City Innovate,SLP-22-70-0027U,ALLIED NETWORK SOLUTIONS INC,8/1/2022,2/15/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,City Innovate,SLP-22-70-0357B,ANSURTECH LLC,8/1/2022,2/15/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,City Innovate,SLP-20-70-0218C,DVBE TECHNOLOGY GROUP,10/16/2020,2/15/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,City Innovate,SLP-20-70-0116I,ENTERPRISE NETWORKING SOLS INC,2/27/2020,2/15/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cloud Defense Software,SLP-22-70-0358A,INTELIGENCA INC,6/24/2022,6/23/2024,Yes,No,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cloud Defense Software,SLP-22-70-0078G,ALEXAN RPM INC,6/13/2022,6/23/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cloud Defense Software,SLP-21-70-0280C,BLUE KARMA SECURITY LLC,11/5/2021,6/23/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cloud Defense Software,SLP-21-70-0340A,INFINITE SOLUTIONS INC,7/2/2021,6/23/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cloudflare Software,SLP-22-70-0269D,DHENALI INC,10/17/2022,10/14/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cloudflare Software,SLP-22-70-0280F,BLUE KARMA SECURITY LLC,10/17/2022,10/14/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cloudflare Software,SLP-22-70-0289E,1CYBER SECURITY RESOURCES INC,10/17/2022,10/14/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Clumio Software,SLP-20-70-0023H,ENTISYS360,11/20/2020,12/18/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Clumio Software,SLP-19-70-0202D,DATAENDURE,12/26/2019,12/18/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Clumio Software,SLP-19-70-0116F,ENTERPRISE NETWORKING SOLUTIONS INC,12/18/2019,12/18/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Clumio Software,SLP-19-70-0285A,GLOBAL BLUE TECH,12/18/2019,12/18/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Clumio Software,SLP-19-70-0134B,"SLED IT SOLUTIONS, INC.",12/18/2019,12/18/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Codemantra Software,SLP-20-70-0310A,TECH HUB LLC,9/28/2020,9/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Codemantra Software,SLP-20-70-0198D,QUEST MEDIA & SUPPLIES INC,9/25/2020,9/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Codemantra Software,SLP-20-70-0311A,RMA CONSULTING GROUP INC,9/25/2020,9/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cohesity Software,SLP-21-70-0025G,ENTISYS360,2/9/2021,12/12/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cohesity Software,SLP-21-70-0255D,VETERAN ENHANCED TECH SOLNS,2/9/2021,12/12/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cohesity Software,SLP-21-70-0132G,PRESIDIO NETWORKED SOL GROUP,2/4/2021,12/12/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cohesity Software,SLP-21-70-0269B,DHENALI INC,2/2/2021,12/12/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cohesity Software,SLP-21-70-0276D,SAVANT SOLUTIONS INC,2/2/2021,12/12/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cohesity Software,SLP-21-70-0134H,SLED IT SOLUTIONS INC,2/2/2021,12/12/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Collibra Software,SLP-20-70-0188F,QUALAPPS INC,1/5/2021,1/5/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Collibra Software,SLP-20-70-0181M,SOLUTIONS SIMPLIFIED,1/5/2021,1/5/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Collibra Software,SLP-20-70-0063Y,TABORDA SOLUTIONS INC,1/5/2021,1/5/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CommVault Software,SLP-22-70-0023O,ENTISYS SOLUTIONS INC,11/16/2022,11/4/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CommVault Software,SLP-22-70-0025M,CDW GOVERNMENT LLC,11/16/2022,11/4/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CommVault Software,SLP-22-70-0132O,PRESIDIO NETWORKED SOLS LLC,11/16/2022,11/4/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CornerStone Software,SLP-21-70-0344A,ESKILLZ CORP,11/9/2021,5/10/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cornerstone Software,SLP-19-70-0158J,GLOBAL BLUE DVBE INC,5/31/2019,5/10/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cornerstone Software,SLP-19-70-0177B,INSYNC CONSULTING SERVICES LLC,5/31/2019,5/10/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Cornerstone Software,SLP-19-70-0176B,SHADE & PARTNERS TECHNOLOGY,5/31/2019,5/10/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Crow Canyon Software,SLP-22-70-0073D,ACUITY TECHNICAL SOLUTIONS LLC,3/23/2022,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Crow Canyon Software,SLP-21-70-0209Q,HF TECH SERVICES INC,7/30/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Crow Canyon Software,SLP-21-70-0194G,HSB SOLUTIONS INC,7/30/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Crowdstrike Software,9-21-70-0022D,NTT AMERICA INC,1/14/2022,12/14/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Crowdstrike Software,9-21-70-0003F,OPTIV SECURITY INC,1/7/2022,12/14/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Crowdstrike Software,9-21-70-0001B,DHENALI INC,1/6/2022,12/14/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Crowdstrike Software,9-21-70-0002C,EPLUS TECHNOLOGY INC,1/6/2022,12/14/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Crowdstrike Software,9-21-70-0004B,SECURE SMART SOLUTIONS LLC,1/6/2022,12/14/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Crowdstrike Software,9-21-70-0010H,TABORDA SOLUTIONS INC,1/6/2022,12/14/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CyberArk Software,SLP-22-70-0182H,LAUNCH CONSULTING,3/1/2022,2/26/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CyberArk Software,SLP-22-70-0184S,OPTIV SECURITY INC,3/1/2022,2/26/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CyberArk Software,SLP-22-70-0027Q,ALLIED NETWORK SOLUTIONS INC,2/26/2022,2/26/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CyberArk Software,SLP-22-70-0338C,NUHARBOR SECURITY,2/26/2022,2/26/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CyberArk Software,SLP-22-70-0331H,ONPAR ADVISORS LLC,2/26/2022,2/26/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Databricks Software,SLP-20-70-0306A,GC MICRO CORPORATION,6/30/2020,6/29/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Databricks Software,SLP-20-70-0064L,CARAHSOFT TECHNOLOGY CORP,6/29/2020,6/29/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Databricks Software,SLP-20-70-0181K,SOLUTIONS SIMPLIFIED,6/29/2020,6/29/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Databricks Software,SLP-20-70-0063U,TABORDA SOLUTIONS INC,6/29/2020,6/29/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Databricks Software,SLP-20-70-0155D,WORLD WIDE TECHNOLOGY LLC,6/29/2020,6/29/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,DataRobot Software,SLP-22-70-0151U,KOVARUS INC,7/19/2022,6/20/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,DataRobot Software,SLP-22-70-0181B,SOLUTIONS SIMPLIFIED,6/21/2022,6/20/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,DataRobot Software,SLP-22-70-0209V,HF TECH SERVICES INC,6/21/2022,6/20/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,DataRobot Software,SLP-22-70-0357A,ANSURTECH LLC,6/21/2022,6/20/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Deep Instinct Software,9-22-70-0016C,BLUE KARMA SECURITY LLC,5/17/2022,3/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Deep Instinct Software,9-22-70-0019E,KOVARUS INC,5/17/2022,3/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Deep Instinct Software,9-22-70-0021C,SOLUTIONS SIMPLIFIED,5/17/2022,3/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,DeepWatch Software,SLP-21-70-0253D,SECURE SMART SOLUTIONS,4/9/2021,2/10/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Deepwatch Software,SLP-21-70-0059G,EPLUS TECHNOLOGY INC,3/8/2021,2/10/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Deepwatch Software,SLP-21-70-0029X,NWN CORPORATION,3/8/2021,2/10/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Deepwatch Software,SLP-21-70-0063B,TABORDA SOLUTIONS INC,3/8/2021,2/10/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Deepwatch Software,SLP-21-70-0325A,TEVORA BUSINESS SOLUTIONS INC,3/8/2021,2/10/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Dell Software,SLP-22-70-0048C,TECHNOLOGY INTEGRATION GROUP,10/5/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Dell Software,SLP-22-70-0112G,GRANITE DATA SOLUTIONS,10/5/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Dell Software,SLP-22-70-0137C,UNISYS CORP,10/5/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Dell Software,SLP-22-70-0151Z,KOVARUS INC,10/5/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Dell Software,SLP-22-70-0155F,WORLD WIDE TECHNOLOGY LLC,10/5/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,DocuSign Software,SLP-21-70-0139L,ADVANCED TECHNICAL SOLUTIONS,5/25/2021,5/21/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Docusign Software,SLP-21-70-0090A,ABLEGOV INC,5/22/2021,5/21/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Docusign Software,SLP-21-70-0027I,ALLIED NETWORK SOLUTIONS INC,5/22/2021,5/21/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Docusign Software,SLP-21-70-0181N,SOLUTIONS SIMPLIFIED,5/22/2021,5/21/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Docusign Software,SLP-21-70-0063E,TABORDA SOLUTIONS INC,5/22/2021,5/21/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,EarthSoft Software,SLP-19-70-0090U,ABLEGOV INC,3/28/2019,9/30/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,In Development
SLP,EarthSoft Software,SLP-19-70-0033R,AURORA SYSTEMS CONSULTING INC,3/28/2019,9/30/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,In Development
SLP,EarthSoft Software,SLP-19-70-0217B,IRON KITE TECHNOLOGIES INC,3/28/2019,9/30/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,In Development
SLP,eCivis Software,SLP-19-70-0182S,LAUNCH CONSULTING,6/26/2019,6/26/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,eCivis Software,SLP-19-70-0181S,SOLUTIONS SIMPLIFIED,6/26/2019,6/26/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,eCivis Software,SLP-19-70-0063E,TABORDA SOLUTIONS INC,6/26/2019,6/26/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ElasticSearch Software,SLP-21-70-0064P,CARAHSOFT TECHNOLOGY CORP,3/10/2021,6/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ElasticSearch Software,SLP-21-70-0331A,ONPAR ADVISORS LLC,3/10/2021,6/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ElasticSearch Software,SLP-19-70-0151V,KOVARUS INC,10/9/2019,6/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ElasticSearch Software,SLP-19-70-0236B,FARO CONSULTING & SOLUTIONS LLC,4/22/2019,6/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ElasticSearch Software,SLP-19-70-0027K,ALLIED NETWORK SOLUTIONS INC,4/16/2019,6/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ElasticSearch Software,SLP-19-70-0116Y,ENTERPRISE NETWORKING SOLS INC,4/16/2019,6/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Envisage Software,SLP-19-70-0027Q,ALLIED NETWORK SOLUTIONS INC,9/16/2019,4/26/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Envisage Software,SLP-19-70-0181U,SOLUTIONS SIMPLIFIED,9/16/2019,4/26/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Envisage Software,SLP-19-70-0256B,STRATO COMMUNICATIONS INC,9/16/2019,4/26/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Evolveware Software,SLP-21-70-0323A,DATUM CONSULTING GROUP LLC,2/3/2021,2/22/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Evolveware Software,SLP-21-70-0322A,PYXIS MGMT CONSULTING GRP LLC,2/3/2021,2/22/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Evolveware Software,SLP-18-70-0175B,OAK TECHNICAL SERVICES LLC,5/9/2018,2/22/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Evolveware Software,SLP-18-70-0131E,AUCTOR CORPORATION,5/9/2018,2/22/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Exabeam Software,SLP-21-70-0184R,OPTIV SECURITY INC,1/10/2022,11/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Exabeam Software,SLP-21-70-0064T,CARAHSOFT TECHNOLOGY CORP,12/6/2021,11/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Exabeam Software,SLP-21-70-0209T,HF TECH SERVICES INC,12/6/2021,11/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Exabeam Software,SLP-21-70-0134J,SLED IT SOLUTIONS INC,12/6/2021,11/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Exabeam Software,SLP-21-70-0181V,SOLUTIONS SIMPLIFIED,12/6/2021,11/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Faro Software,SLP-22-70-0363A,CARMINE SOFTWARE LLC,7/25/2022,9/10/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Faro Software,SLP-20-70-0307A,EMPOWER MINDS LLC,7/24/2020,9/10/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Faro Software,SLP-19-70-0283A,AVERE INCORPORATED,12/4/2019,9/10/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Faro Software,SLP-19-70-0029U,NWN SOLUTIONS CORPORATION,9/19/2019,9/10/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,FireEye Software,9-20-70-0016B,BLUE KARMA SECURITY LLC,6/19/2020,6/15/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,FireEye Software,9-20-70-0007B,HF TECH SERVICES INC,6/19/2020,6/15/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,FireEye Software,9-20-70-0021B,SOLUTIONS SIMPLIFIED,6/19/2020,6/15/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,FireEye Software,9-20-70-0010E,TABORDA SOLUTIONS INC,6/19/2020,6/15/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Forescout Software,SLP-21-70-0209S,HF TECH SERVICES INC,9/7/2021,9/6/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Forescout Software,SLP-21-70-0288K,NTT AMERICA INC,9/7/2021,9/6/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Forescout Software,SLP-21-70-0181R,SOLUTIONS SIMPLIFIED,9/7/2021,9/6/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Forescout Software,SLP-21-70-0063J,TABORDA SOLUTIONS INC,9/7/2021,9/6/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Foresite Software,SLP-22-70-0155E,WORLD WIDE TECHNOLOGY LLC,9/8/2022,7/11/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Foresite Software,SLP-22-70-0211D,ENTERPRISE ARCHITECTED,9/8/2022,7/11/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Foresite Software,SLP-22-70-0289D,1CYBER SECURITY RESOURCES INC,9/8/2022,7/11/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,GitLab Software,SLP-22-70-0073C,ACUITY TECHNICAL SOLUTIONS LLC,3/4/2022,1/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,GitLab Software,SLP-22-70-0182I,LAUNCH CONSULTING,3/4/2022,1/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,GitLab Software,SLP-22-70-0255F,VETERAN ENHANCED TECH SOLNS,3/4/2022,1/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Google Software,SLP-22-70-0151S,KOVARUS INC,5/17/2022,1/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Google Software,SLP-22-70-0132J,PRESIDIO NETWORKED SOL GROUP,3/17/2022,1/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Google Software,SLP-20-70-0294A,RED RIVER TECHNOLOGY LLC,4/1/2020,1/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Google Software,SLP-20-70-0300A,SADA SYSTEMS INC,4/1/2020,1/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Google Software,SLP-20-70-0063R,TABORDA SOLUTIONS INC,4/1/2020,1/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Granicus Software,SLP-21-70-0025I,CDW GOVERNMENT LLC,6/10/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
